# 0.008294
原	CHN	O/0.997848	Bo-B/0.000898	Bo-I/0.000163	Ch-B/0.000012	Ch-I/0.000099	O/0.997848	Si-B/0.000480	Si-I/0.000186	Sy-B/0.000087	Sy-I/0.000032	Tr-B/0.000029	Tr-I/0.000165
右	CHN	Bo-B/0.997883	Bo-B/0.997883	Bo-I/0.000037	Ch-B/0.000990	Ch-I/0.000001	O/0.001006	Si-B/0.000046	Si-I/0.000000	Sy-B/0.000007	Sy-I/0.000000	Tr-B/0.000031	Tr-I/0.000000
上	CHN	Bo-I/0.987309	Bo-B/0.011252	Bo-I/0.987309	Ch-B/0.000018	Ch-I/0.000981	O/0.000384	Si-B/0.000003	Si-I/0.000030	Sy-B/0.000001	Sy-I/0.000004	Tr-B/0.000001	Tr-I/0.000018
腹	CHN	Bo-I/0.998049	Bo-B/0.000943	Bo-I/0.998049	Ch-B/0.000003	Ch-I/0.000943	O/0.000020	Si-B/0.000001	Si-I/0.000024	Sy-B/0.000006	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000011
部	CHN	Bo-I/0.992245	Bo-B/0.000001	Bo-I/0.992245	Ch-B/0.000001	Ch-I/0.000930	O/0.006696	Si-B/0.000002	Si-I/0.000025	Sy-B/0.000076	Sy-I/0.000009	Tr-B/0.000002	Tr-I/0.000012
不	CHN	O/0.976124	Bo-B/0.000026	Bo-I/0.000295	Ch-B/0.000018	Ch-I/0.000234	O/0.976124	Si-B/0.000094	Si-I/0.000024	Sy-B/0.022834	Sy-I/0.000315	Tr-B/0.000007	Tr-I/0.000028
适	CHN	O/0.976101	Bo-B/0.000020	Bo-I/0.000090	Ch-B/0.000054	Ch-I/0.000172	O/0.976101	Si-B/0.000011	Si-I/0.000119	Sy-B/0.000046	Sy-I/0.023348	Tr-B/0.000009	Tr-I/0.000028
2	NUM	O/0.999993	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000001	O/0.999993	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000003	Tr-B/0.000000	Tr-I/0.000000
年	CHN	O/0.999987	Bo-B/0.000004	Bo-I/0.000000	Ch-B/0.000003	Ch-I/0.000000	O/0.999987	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000005	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
余	CHN	O/0.999981	Bo-B/0.000006	Bo-I/0.000001	Ch-B/0.000001	Ch-I/0.000003	O/0.999981	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000001	Sy-I/0.000005	Tr-B/0.000001	Tr-I/0.000001
。	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
3	NUM	O/0.999996	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000000	O/0.999996	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
.	PUNC	O/0.999997	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000003	Ch-I/0.000000	O/0.999997	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
体	CHN	O/0.990260	Bo-B/0.000062	Bo-I/0.000000	Ch-B/0.009633	Ch-I/0.000017	O/0.990260	Si-B/0.000007	Si-I/0.000000	Sy-B/0.000014	Sy-I/0.000000	Tr-B/0.000006	Tr-I/0.000002
查	CHN	O/0.990321	Bo-B/0.000005	Bo-I/0.000004	Ch-B/0.000047	Ch-I/0.009595	O/0.990321	Si-B/0.000001	Si-I/0.000006	Sy-B/0.000001	Sy-I/0.000011	Tr-B/0.000002	Tr-I/0.000007
:	PUNC	O/0.999991	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000007	O/0.999991	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
@	PUNC	O/0.999966	Bo-B/0.000032	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999966	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
口	CHN	Bo-B/0.535012	Bo-B/0.535012	Bo-I/0.023298	Ch-B/0.000871	Ch-I/0.000141	O/0.433240	Si-B/0.001188	Si-I/0.000018	Sy-B/0.004401	Sy-I/0.000002	Tr-B/0.001056	Tr-I/0.000773
唇	CHN	Bo-I/0.554279	Bo-B/0.001370	Bo-I/0.554279	Ch-B/0.000086	Ch-I/0.000978	O/0.435528	Si-B/0.000036	Si-I/0.001139	Sy-B/0.000586	Sy-I/0.004327	Tr-B/0.000087	Tr-I/0.001587
红	CHN	O/0.982756	Bo-B/0.000017	Bo-I/0.006820	Ch-B/0.000050	Ch-I/0.000488	O/0.982756	Si-B/0.000019	Si-I/0.000346	Sy-B/0.008219	Sy-I/0.000696	Tr-B/0.000017	Tr-I/0.000571
润	CHN	O/0.989157	Bo-B/0.000036	Bo-I/0.001588	Ch-B/0.000002	Ch-I/0.000357	O/0.989157	Si-B/0.000001	Si-I/0.000289	Sy-B/0.000002	Sy-I/0.008279	Tr-B/0.000004	Tr-I/0.000285
,	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
无	CHN	O/0.999875	Bo-B/0.000010	Bo-I/0.000000	Ch-B/0.000006	Ch-I/0.000000	O/0.999875	Si-B/0.000016	Si-I/0.000000	Sy-B/0.000070	Sy-I/0.000000	Tr-B/0.000022	Tr-I/0.000000
贫	CHN	O/0.987885	Bo-B/0.002005	Bo-I/0.000008	Ch-B/0.000291	Ch-I/0.000007	O/0.987885	Si-B/0.005973	Si-I/0.000040	Sy-B/0.003253	Sy-I/0.000082	Tr-B/0.000422	Tr-I/0.000033
血	CHN	O/0.988615	Bo-B/0.000045	Bo-I/0.000574	Ch-B/0.000265	Ch-I/0.000269	O/0.988615	Si-B/0.000016	Si-I/0.005868	Sy-B/0.000842	Sy-I/0.003064	Tr-B/0.000015	Tr-I/0.000428
貌	CHN	O/0.992382	Bo-B/0.000042	Bo-I/0.000294	Ch-B/0.000002	Ch-I/0.000471	O/0.992382	Si-B/0.000002	Si-I/0.005215	Sy-B/0.000004	Sy-I/0.001210	Tr-B/0.000005	Tr-I/0.000374
,	PUNC	O/0.999997	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000000	O/0.999997	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
全	CHN	Bo-B/0.998256	Bo-B/0.998256	Bo-I/0.000032	Ch-B/0.000034	Ch-I/0.000000	O/0.001570	Si-B/0.000036	Si-I/0.000000	Sy-B/0.000028	Sy-I/0.000000	Tr-B/0.000044	Tr-I/0.000000
身	CHN	Bo-I/0.998386	Bo-B/0.000096	Bo-I/0.998386	Ch-B/0.000000	Ch-I/0.000007	O/0.001492	Si-B/0.000001	Si-I/0.000008	Sy-B/0.000001	Sy-I/0.000004	Tr-B/0.000002	Tr-I/0.000003
皮	CHN	Bo-I/0.998163	Bo-B/0.001471	Bo-I/0.998163	Ch-B/0.000000	Ch-I/0.000001	O/0.000357	Si-B/0.000000	Si-I/0.000005	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000001
肤	CHN	Bo-I/0.998467	Bo-B/0.000001	Bo-I/0.998467	Ch-B/0.000000	Ch-I/0.000001	O/0.001524	Si-B/0.000000	Si-I/0.000004	Sy-B/0.000001	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000001
无	CHN	O/0.999432	Bo-B/0.000000	Bo-I/0.000529	Ch-B/0.000000	Ch-I/0.000000	O/0.999432	Si-B/0.000003	Si-I/0.000001	Sy-B/0.000025	Sy-I/0.000004	Tr-B/0.000004	Tr-I/0.000002
黄	CHN	Sy-B/0.995879	Bo-B/0.000273	Bo-I/0.000017	Ch-B/0.000149	Ch-I/0.000000	O/0.003579	Si-B/0.000040	Si-I/0.000002	Sy-B/0.995879	Sy-I/0.000021	Tr-B/0.000032	Tr-I/0.000009
染	CHN	Sy-I/0.995741	Bo-B/0.000011	Bo-I/0.000299	Ch-B/0.000001	Ch-I/0.000161	O/0.003601	Si-B/0.000001	Si-I/0.000090	Sy-B/0.000002	Sy-I/0.995741	Tr-B/0.000001	Tr-I/0.000094
、	PUNC	O/0.999981	Bo-B/0.000000	Bo-I/0.000003	Ch-B/0.000000	Ch-I/0.000000	O/0.999981	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000014	Tr-B/0.000000	Tr-I/0.000001
无	CHN	O/0.998323	Bo-B/0.001014	Bo-I/0.000002	Ch-B/0.000021	Ch-I/0.000000	O/0.998323	Si-B/0.000059	Si-I/0.000000	Sy-B/0.000440	Sy-I/0.000000	Tr-B/0.000138	Tr-I/0.000002
出	CHN	Bo-B/0.869504	Bo-B/0.869504	Bo-I/0.000412	Ch-B/0.000189	Ch-I/0.000012	O/0.052620	Si-B/0.000185	Si-I/0.000046	Sy-B/0.076464	Sy-I/0.000315	Tr-B/0.000197	Tr-I/0.000057
血	CHN	Bo-I/0.868389	Bo-B/0.001019	Bo-I/0.868389	Ch-B/0.000092	Ch-I/0.000200	O/0.055092	Si-B/0.000015	Si-I/0.000228	Sy-B/0.000208	Sy-I/0.074493	Tr-B/0.000005	Tr-I/0.000257
点	CHN	Bo-I/0.859498	Bo-B/0.000021	Bo-I/0.859498	Ch-B/0.000002	Ch-I/0.000365	O/0.126505	Si-B/0.000003	Si-I/0.000602	Sy-B/0.000008	Sy-I/0.012523	Tr-B/0.000003	Tr-I/0.000471
,	PUNC	O/0.999847	Bo-B/0.000000	Bo-I/0.000153	Ch-B/0.000000	Ch-I/0.000000	O/0.999847	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
未	CHN	O/0.999949	Bo-B/0.000011	Bo-I/0.000002	Ch-B/0.000012	Ch-I/0.000000	O/0.999949	Si-B/0.000004	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000021	Tr-I/0.000000
见	CHN	O/0.998846	Bo-B/0.000042	Bo-I/0.000000	Ch-B/0.000034	Ch-I/0.000010	O/0.998846	Si-B/0.000059	Si-I/0.000006	Sy-B/0.000798	Sy-I/0.000001	Tr-B/0.000179	Tr-I/0.000024
肝	CHN	O/0.621371	Bo-B/0.267247	Bo-I/0.000005	Ch-B/0.005842	Ch-I/0.000059	O/0.621371	Si-B/0.001780	Si-I/0.000094	Sy-B/0.101889	Sy-I/0.000780	Tr-B/0.000647	Tr-I/0.000287
掌	CHN	O/0.657720	Bo-B/0.001379	Bo-I/0.229909	Ch-B/0.000008	Ch-I/0.005779	O/0.657720	Si-B/0.000004	Si-I/0.001884	Sy-B/0.000007	Sy-I/0.102187	Tr-B/0.000014	Tr-I/0.001109
,	PUNC	O/0.999979	Bo-B/0.000000	Bo-I/0.000020	Ch-B/0.000000	Ch-I/0.000000	O/0.999979	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
未	CHN	O/0.999983	Bo-B/0.000011	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000000	O/0.999983	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000003	Tr-I/0.000000
见	CHN	O/0.999734	Bo-B/0.000003	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000001	O/0.999734	Si-B/0.000003	Si-I/0.000000	Sy-B/0.000240	Sy-I/0.000001	Tr-B/0.000014	Tr-I/0.000002
蜘	CHN	O/0.998898	Bo-B/0.000279	Bo-I/0.000002	Ch-B/0.000042	Ch-I/0.000003	O/0.998898	Si-B/0.000026	Si-I/0.000005	Sy-B/0.000302	Sy-I/0.000241	Tr-B/0.000181	Tr-I/0.000021
蛛	CHN	O/0.998155	Bo-B/0.000059	Bo-I/0.000044	Ch-B/0.000039	Ch-I/0.000036	O/0.998155	Si-B/0.000017	Si-I/0.000023	Sy-B/0.001147	Sy-I/0.000270	Tr-B/0.000021	Tr-I/0.000189
痣	CHN	O/0.998340	Bo-B/0.000060	Bo-I/0.000066	Ch-B/0.000004	Ch-I/0.000064	O/0.998340	Si-B/0.000002	Si-I/0.000041	Sy-B/0.000005	Sy-I/0.001229	Tr-B/0.000009	Tr-I/0.000180
,	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
心	CHN	O/0.979795	Bo-B/0.009591	Bo-I/0.000002	Ch-B/0.004152	Ch-I/0.000002	O/0.979795	Si-B/0.003537	Si-I/0.000000	Sy-B/0.002134	Sy-I/0.000020	Tr-B/0.000764	Tr-I/0.000003
律	CHN	Sy-B/0.995264	Bo-B/0.000004	Bo-I/0.000025	Ch-B/0.000001	Ch-I/0.000019	O/0.004086	Si-B/0.000003	Si-I/0.000057	Sy-B/0.995264	Sy-I/0.000519	Tr-B/0.000002	Tr-I/0.000020
齐	CHN	Sy-I/0.995784	Bo-B/0.000002	Bo-I/0.000024	Ch-B/0.000000	Ch-I/0.000010	O/0.004096	Si-B/0.000000	Si-I/0.000059	Sy-B/0.000000	Sy-I/0.995784	Tr-B/0.000000	Tr-I/0.000024
