# 0.040369
①	OTHER	OTHER	x-B	O/0.999075	Bo-B/0.000026	Bo-I/0.000066	Ch-B/0.000057	Ch-I/0.000010	O/0.999075	Si-B/0.000046	Si-I/0.000037	Sy-B/0.000613	Sy-I/0.000033	Tr-B/0.000020	Tr-I/0.000017
周	CHN	OTHER	nr-B	O/0.999942	Bo-B/0.000020	Bo-I/0.000004	Ch-B/0.000008	Ch-I/0.000000	O/0.999942	Si-B/0.000007	Si-I/0.000000	Sy-B/0.000004	Sy-I/0.000000	Tr-B/0.000013	Tr-I/0.000002
开	CHN	OTHER	v-B	O/0.999863	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000025	Ch-I/0.000006	O/0.999863	Si-B/0.000001	Si-I/0.000005	Sy-B/0.000085	Sy-I/0.000000	Tr-B/0.000009	Tr-I/0.000003
始	CHN	OTHER	v-I	O/0.999841	Bo-B/0.000007	Bo-I/0.000002	Ch-B/0.000001	Ch-I/0.000032	O/0.999841	Si-B/0.000001	Si-I/0.000007	Sy-B/0.000004	Sy-I/0.000092	Tr-B/0.000001	Tr-I/0.000012
自	CHN	OTHER	d-B	O/0.999984	Bo-B/0.000012	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999984	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000002
觉	CHN	OTHER	d-I	O/0.999942	Bo-B/0.000044	Bo-I/0.000006	Ch-B/0.000000	Ch-I/0.000000	O/0.999942	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000003	Sy-I/0.000000	Tr-B/0.000002	Tr-I/0.000001
左	CHN	SITE_UNIT	f-B	O/0.721149	Bo-B/0.278299	Bo-I/0.000049	Ch-B/0.000025	Ch-I/0.000000	O/0.721149	Si-B/0.000185	Si-I/0.000000	Sy-B/0.000024	Sy-I/0.000003	Tr-B/0.000264	Tr-I/0.000001
侧	CHN	SITE_UNIT	f-I	O/0.719824	Bo-B/0.000863	Bo-I/0.279180	Ch-B/0.000001	Ch-I/0.000001	O/0.719824	Si-B/0.000002	Si-I/0.000036	Sy-B/0.000003	Sy-I/0.000001	Tr-B/0.000012	Tr-I/0.000075
面	CHN	OTHER	f-B	Bo-B/0.712164	Bo-B/0.712164	Bo-I/0.280787	Ch-B/0.000018	Ch-I/0.000001	O/0.006320	Si-B/0.000027	Si-I/0.000011	Sy-B/0.000172	Sy-I/0.000001	Tr-B/0.000463	Tr-I/0.000037
部	CHN	SITE_UNIT	f-I	Bo-I/0.994068	Bo-B/0.000136	Bo-I/0.994068	Ch-B/0.000013	Ch-I/0.000008	O/0.005356	Si-B/0.000060	Si-I/0.000013	Sy-B/0.000031	Sy-I/0.000039	Tr-B/0.000049	Tr-I/0.000227
麻	CHN	OTHER	nr-B	Sy-B/0.996296	Bo-B/0.000000	Bo-I/0.000004	Ch-B/0.000000	Ch-I/0.000000	O/0.003660	Si-B/0.000000	Si-I/0.000000	Sy-B/0.996296	Sy-I/0.000028	Tr-B/0.000000	Tr-I/0.000011
木	CHN	OTHER	nr-I	Sy-I/0.996365	Bo-B/0.000000	Bo-I/0.000003	Ch-B/0.000000	Ch-I/0.000001	O/0.003615	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000000	Sy-I/0.996365	Tr-B/0.000000	Tr-I/0.000015
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
呈	CHN	BREAK_UNIT	v-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
阵	CHN	OTHER	n-B	O/0.999994	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999994	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
发	CHN	OTHER	n-I	O/0.999995	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000001	O/0.999995	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000001
性	CHN	OTHER	n-I	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000002	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
”	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
;	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
“	PUNC	OTHER	x-B	O/0.999998	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
自	CHN	OTHER	v-B	O/0.999965	Bo-B/0.000003	Bo-I/0.000000	Ch-B/0.000010	Ch-I/0.000000	O/0.999965	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000021	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
诉	CHN	OTHER	v-I	O/0.999969	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000008	O/0.999969	Si-B/0.000000	Si-I/0.000002	Sy-B/0.000000	Sy-I/0.000019	Tr-B/0.000000	Tr-I/0.000000
有	CHN	OTHER	v-B	O/0.999957	Bo-B/0.000005	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000001	O/0.999957	Si-B/0.000010	Si-I/0.000003	Sy-B/0.000020	Sy-I/0.000000	Tr-B/0.000004	Tr-I/0.000000
高	CHN	SYM_UNIT	n-B	O/0.972749	Bo-B/0.000006	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.972749	Si-B/0.027157	Si-I/0.000033	Sy-B/0.000044	Sy-I/0.000002	Tr-B/0.000008	Tr-I/0.000000
脂	CHN	OTHER	n-I	O/0.971942	Bo-B/0.000001	Bo-I/0.000005	Ch-B/0.000005	Ch-I/0.000003	O/0.971942	Si-B/0.000304	Si-I/0.027565	Sy-B/0.000127	Sy-I/0.000035	Tr-B/0.000008	Tr-I/0.000004
血	CHN	OTHER	n-I	O/0.971768	Bo-B/0.000003	Bo-I/0.000004	Ch-B/0.000019	Ch-I/0.000008	O/0.971768	Si-B/0.000001	Si-I/0.028045	Sy-B/0.000006	Sy-I/0.000141	Tr-B/0.000000	Tr-I/0.000007
症	CHN	OTHER	n-I	O/0.972646	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000024	O/0.972646	Si-B/0.000000	Si-I/0.027326	Sy-B/0.000000	Sy-I/0.000003	Tr-B/0.000000	Tr-I/0.000001
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
服	CHN	TR_UNIT	vn-B	O/0.999998	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
用	CHN	OTHER	vn-I	O/0.999994	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000003	Ch-I/0.000000	O/0.999994	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
可	CHN	OTHER	v-B	O/0.999851	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999851	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000148	Tr-I/0.000001
定	CHN	OTHER	v-I	O/0.999813	Bo-B/0.000023	Bo-I/0.000000	Ch-B/0.000004	Ch-I/0.000000	O/0.999813	Si-B/0.000001	Si-I/0.000001	Sy-B/0.000003	Sy-I/0.000002	Tr-B/0.000000	Tr-I/0.000153
降	CHN	SYM_UNIT	n-B	O/0.999970	Bo-B/0.000020	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999970	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000002	Tr-I/0.000006
脂	CHN	OTHER	n-I	O/0.999969	Bo-B/0.000001	Bo-I/0.000020	Ch-B/0.000000	Ch-I/0.000000	O/0.999969	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000001	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000006
治	CHN	OTHER	v-B	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
疗	CHN	OTHER	v-I	O/0.999996	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999996	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000000
”	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
;	PUNC	OTHER	x-B	O/0.999996	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999996	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
“	PUNC	OTHER	x-B	O/0.999691	Bo-B/0.000012	Bo-I/0.000000	Ch-B/0.000227	Ch-I/0.000000	O/0.999691	Si-B/0.000004	Si-I/0.000001	Sy-B/0.000057	Sy-I/0.000000	Tr-B/0.000007	Tr-I/0.000000
高	CHN	SYM_UNIT	n-B	Si-B/0.997976	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000064	Ch-I/0.000005	O/0.001840	Si-B/0.997976	Si-I/0.000043	Sy-B/0.000018	Sy-I/0.000000	Tr-B/0.000052	Tr-I/0.000000
血	CHN	OTHER	n-I	Si-I/0.998044	Bo-B/0.000000	Bo-I/0.000004	Ch-B/0.000359	Ch-I/0.000083	O/0.001423	Si-B/0.000005	Si-I/0.998044	Sy-B/0.000001	Sy-I/0.000014	Tr-B/0.000002	Tr-I/0.000064
压	CHN	OTHER	n-I	Si-I/0.997525	Bo-B/0.000000	Bo-I/0.000004	Ch-B/0.000001	Ch-I/0.000714	O/0.001648	Si-B/0.000000	Si-I/0.997525	Sy-B/0.000000	Sy-I/0.000011	Tr-B/0.000000	Tr-I/0.000097
病	CHN	OTHER	n-I	O/0.999497	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000130	O/0.999497	Si-B/0.000000	Si-I/0.000343	Sy-B/0.000000	Sy-I/0.000008	Tr-B/0.000000	Tr-I/0.000021
1	NUM	OTHER	m-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
0	NUM	OTHER	m-I	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
余	CHN	OTHER	m-B	O/0.999995	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999995	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000003	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
年	CHN	OTHER	m-I	O/0.999989	Bo-B/0.000002	Bo-I/0.000001	Ch-B/0.000001	Ch-I/0.000000	O/0.999989	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000001	Sy-I/0.000004	Tr-B/0.000000	Tr-I/0.000001
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
收	CHN	OTHER	n-B	O/0.984456	Bo-B/0.001577	Bo-I/0.000000	Ch-B/0.007760	Ch-I/0.000001	O/0.984456	Si-B/0.002929	Si-I/0.000000	Sy-B/0.000080	Sy-I/0.000000	Tr-B/0.003195	Tr-I/0.000001
缩	CHN	OTHER	n-I	O/0.984709	Bo-B/0.000002	Bo-I/0.001181	Ch-B/0.000135	Ch-I/0.007739	O/0.984709	Si-B/0.000007	Si-I/0.002927	Sy-B/0.000005	Sy-I/0.000077	Tr-B/0.000015	Tr-I/0.003203
压	CHN	OTHER	n-I	O/0.984761	Bo-B/0.000017	Bo-I/0.001130	Ch-B/0.000019	Ch-I/0.007902	O/0.984761	Si-B/0.000008	Si-I/0.002933	Sy-B/0.000002	Sy-I/0.000034	Tr-B/0.000027	Tr-I/0.003167
最	CHN	OTHER	a-B	O/0.999939	Bo-B/0.000000	Bo-I/0.000002	Ch-B/0.000000	Ch-I/0.000014	O/0.999939	Si-B/0.000000	Si-I/0.000029	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000016
高	CHN	SYM_UNIT	a-I	O/0.999994	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999994	Si-B/0.000000	Si-I/0.000002	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000002
在	CHN	OTHER	p-B	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000001
1	NUM	OTHER	m-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
5	NUM	OTHER	m-I	O/0.999999	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
0	NUM	OTHER	m-I	O/0.999995	Bo-B/0.000000	Bo-I/0.000002	Ch-B/0.000000	Ch-I/0.000000	O/0.999995	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000002	Tr-I/0.000000
-	PUNC	OTHER	x-B	O/0.999967	Bo-B/0.000010	Bo-I/0.000002	Ch-B/0.000007	Ch-I/0.000000	O/0.999967	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000007	Sy-I/0.000000	Tr-B/0.000003	Tr-I/0.000003
1	NUM	OTHER	m-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
6	NUM	OTHER	m-I	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
0	NUM	OTHER	m-I	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
m	ENG	OTHER	eng-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
m	ENG	OTHER	eng-I	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
H	ENG	OTHER	eng-I	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
g	ENG	UNIT	eng-I	O/0.999993	Bo-B/0.000006	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999993	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
之	CHN	OTHER	f-B	O/0.999981	Bo-B/0.000006	Bo-I/0.000002	Ch-B/0.000001	Ch-I/0.000000	O/0.999981	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000009	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
间	CHN	SITE_UNIT	f-I	O/0.999971	Bo-B/0.000005	Bo-I/0.000010	Ch-B/0.000001	Ch-I/0.000001	O/0.999971	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000001	Sy-I/0.000009	Tr-B/0.000001	Tr-I/0.000002
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
平	CHN	OTHER	t-B	O/0.999998	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
时	CHN	OTHER	t-I	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
服	CHN	TR_UNIT	vn-B	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
用	CHN	OTHER	vn-I	O/0.999909	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000017	Ch-I/0.000000	O/0.999909	Si-B/0.000003	Si-I/0.000002	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000060	Tr-I/0.000005
络	CHN	OTHER	l-B	O/0.982439	Bo-B/0.000087	Bo-I/0.000001	Ch-B/0.000021	Ch-I/0.000011	O/0.982439	Si-B/0.000029	Si-I/0.000007	Sy-B/0.000051	Sy-I/0.000002	Tr-B/0.017277	Tr-I/0.000076
活	CHN	OTHER	l-I	O/0.982471	Bo-B/0.000007	Bo-I/0.000060	Ch-B/0.000000	Ch-I/0.000025	O/0.982471	Si-B/0.000004	Si-I/0.000038	Sy-B/0.000003	Sy-I/0.000042	Tr-B/0.000035	Tr-I/0.017316
喜	CHN	OTHER	l-I	O/0.982906	Bo-B/0.000002	Bo-I/0.000067	Ch-B/0.000000	Ch-I/0.000018	O/0.982906	Si-B/0.000002	Si-I/0.000049	Sy-B/0.000018	Sy-I/0.000003	Tr-B/0.000015	Tr-I/0.016918
降	CHN	SYM_UNIT	v-B	O/0.984373	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000002	O/0.984373	Si-B/0.000001	Si-I/0.000050	Sy-B/0.000243	Sy-I/0.000010	Tr-B/0.001096	Tr-I/0.014221
压	CHN	OTHER	v-I	O/0.983968	Bo-B/0.000169	Bo-I/0.000002	Ch-B/0.000161	Ch-I/0.000006	O/0.983968	Si-B/0.000002	Si-I/0.000059	Sy-B/0.000018	Sy-I/0.000298	Tr-B/0.000001	Tr-I/0.015317
”	PUNC	OTHER	x-B	O/0.999899	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/0.999899	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000101
。	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
查	CHN	OTHER	nr-B	Ch-B/0.999993	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.999993	Ch-I/0.000004	O/0.000003	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
体	CHN	OTHER	nr-I	Ch-I/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.999998	O/0.000002	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
:	PUNC	OTHER	x-B	O/0.999972	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000005	Ch-I/0.000023	O/0.999972	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
T	ENG	UNIT	x-B	Ch-B/0.995144	Bo-B/0.000005	Bo-I/0.000000	Ch-B/0.995144	Ch-I/0.000005	O/0.004840	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
:	PUNC	OTHER	x-B	O/0.999997	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000001	O/0.999997	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
3	NUM	OTHER	m-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
6	NUM	OTHER	m-I	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
.	PUNC	OTHER	m-I	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
5	NUM	OTHER	m-I	O/0.999995	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999995	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
℃	OTHER	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	OTHER	x-B	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
P	ENG	OTHER	x-B	Ch-B/0.999993	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.999993	Ch-I/0.000000	O/0.000005	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
:	PUNC	OTHER	x-B	O/0.999982	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000015	O/0.999982	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000001
7	NUM	OTHER	m-B	O/0.999998	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000
0	NUM	OTHER	m-I	O/0.999999	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
次	CHN	CHN_UNIT	t-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
/	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
分	CHN	CHN_UNIT	v-B	O/0.999998	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
呼	CHN	OTHER	v-B	Ch-B/0.999955	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.999955	Ch-I/0.000000	O/0.000044	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000
吸	CHN	OTHER	v-I	Ch-I/0.999949	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.999949	O/0.000048	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000001
:	PUNC	OTHER	x-B	O/0.999978	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000021	O/0.999978	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000001
