# 0.036993
今	CHN	OTHER	t-B	O/0.918511	Bo-B/0.000739	Bo-I/0.002628	Ch-B/0.000341	Ch-I/0.005679	DT-B/0.004695	DT-I/0.003514	O/0.918511	Si-B/0.049619	Si-I/0.006761	Sy-B/0.001376	Sy-I/0.002136	Tr-B/0.001106	Tr-I/0.001780	unct-B/0.000604	unct-I/0.000510
退	CHN	OTHER	v-I	Sy-I/0.984347	Bo-B/0.000001	Bo-I/0.000046	Ch-B/0.000002	Ch-I/0.000072	DT-B/0.000004	DT-I/0.000069	O/0.014660	Si-B/0.000001	Si-I/0.000378	Sy-B/0.000002	Sy-I/0.984347	Tr-B/0.000003	Tr-I/0.000370	unct-B/0.000003	unct-I/0.000042
,	PUNC	OTHER	x-B	O/0.999931	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000001	O/0.999931	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000010	Sy-I/0.000055	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000001
压	CHN	OTHER	n-B	Sy-B/0.894179	Bo-B/0.000250	Bo-I/0.000001	Ch-B/0.000432	Ch-I/0.000000	DT-B/0.000092	DT-I/0.000007	O/0.103650	Si-B/0.000816	Si-I/0.000009	Sy-B/0.894179	Sy-I/0.000290	Tr-B/0.000171	Tr-I/0.000001	unct-B/0.000099	unct-I/0.000003
痛	CHN	SYM_UNIT	n-I	Sy-I/0.894363	Bo-B/0.000004	Bo-I/0.000140	Ch-B/0.000003	Ch-I/0.000202	DT-B/0.000005	DT-I/0.000353	O/0.103814	Si-B/0.000048	Si-I/0.000853	Sy-B/0.000009	Sy-I/0.894363	Tr-B/0.000014	Tr-I/0.000083	unct-B/0.000005	unct-I/0.000102
阳	CHN	OTHER	n-B	O/0.613670	Bo-B/0.000072	Bo-I/0.000522	Ch-B/0.000166	Ch-I/0.000720	DT-B/0.000044	DT-I/0.000949	O/0.613670	Si-B/0.000860	Si-I/0.004456	Sy-B/0.000474	Sy-I/0.372308	Tr-B/0.000485	Tr-I/0.001316	unct-B/0.000130	unct-I/0.003828
性	CHN	OTHER	n-I	O/0.631677	Bo-B/0.000009	Bo-I/0.000495	Ch-B/0.000004	Ch-I/0.000861	DT-B/0.000027	DT-I/0.000641	O/0.631677	Si-B/0.000002	Si-I/0.006758	Sy-B/0.000007	Sy-I/0.352051	Tr-B/0.000016	Tr-I/0.001607	unct-B/0.000013	unct-I/0.005832
。	PUNC	OTHER	x-B	O/0.999875	Bo-B/0.000000	Bo-I/0.000003	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000001	O/0.999875	Si-B/0.000000	Si-I/0.000001	Sy-B/0.000004	Sy-I/0.000109	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000004
右	CHN	SITE_UNIT	f-B	O/0.307470	Bo-B/0.170792	Bo-I/0.000164	Ch-B/0.061367	Ch-I/0.000095	DT-B/0.000772	DT-I/0.000030	O/0.307470	Si-B/0.029613	Si-I/0.000061	Sy-B/0.427381	Sy-I/0.000320	Tr-B/0.001563	Tr-I/0.000004	unct-B/0.000333	unct-I/0.000034
膝	CHN	PART_UNIT	n-B	O/0.304646	Bo-B/0.000683	Bo-I/0.166697	Ch-B/0.004617	Ch-I/0.064262	DT-B/0.000019	DT-I/0.000264	O/0.304646	Si-B/0.001276	Si-I/0.027732	Sy-B/0.001331	Sy-I/0.426592	Tr-B/0.000203	Tr-I/0.000577	unct-B/0.000088	unct-I/0.001013
关	CHN	OTHER	n-I	O/0.326015	Bo-B/0.000062	Bo-I/0.144777	Ch-B/0.000030	Ch-I/0.071260	DT-B/0.000011	DT-I/0.000394	O/0.326015	Si-B/0.000032	Si-I/0.030026	Sy-B/0.000054	Sy-I/0.425270	Tr-B/0.000096	Tr-I/0.001055	unct-B/0.000009	unct-I/0.000906
节	CHN	OTHER	n-I	O/0.358894	Bo-B/0.000090	Bo-I/0.125220	Ch-B/0.000017	Ch-I/0.066355	DT-B/0.000036	DT-I/0.001133	O/0.358894	Si-B/0.000016	Si-I/0.028156	Sy-B/0.000028	Sy-I/0.416914	Tr-B/0.000146	Tr-I/0.002284	unct-B/0.000021	unct-I/0.000691
稳	CHN	OTHER	n-B	O/0.476891	Bo-B/0.000230	Bo-I/0.093179	Ch-B/0.000672	Ch-I/0.044850	DT-B/0.000863	DT-I/0.003548	O/0.476891	Si-B/0.000159	Si-I/0.018081	Sy-B/0.000149	Sy-I/0.354638	Tr-B/0.000961	Tr-I/0.004479	unct-B/0.000149	unct-I/0.001152
定	CHN	OTHER	n-I	O/0.611016	Bo-B/0.000045	Bo-I/0.060245	Ch-B/0.000034	Ch-I/0.036998	DT-B/0.000094	DT-I/0.009083	O/0.611016	Si-B/0.000045	Si-I/0.016532	Sy-B/0.000013	Sy-I/0.253139	Tr-B/0.000235	Tr-I/0.010218	unct-B/0.000088	unct-I/0.002216
性	CHN	OTHER	n-I	O/0.835522	Bo-B/0.000017	Bo-I/0.016898	Ch-B/0.000012	Ch-I/0.009610	DT-B/0.000036	DT-I/0.003223	O/0.835522	Si-B/0.000008	Si-I/0.009364	Sy-B/0.000011	Sy-I/0.117650	Tr-B/0.000114	Tr-I/0.003714	unct-B/0.000021	unct-I/0.003800
可	CHN	OTHER	v-B	O/0.912962	Bo-B/0.000012	Bo-I/0.000476	Ch-B/0.000024	Ch-I/0.001364	DT-B/0.000017	DT-I/0.000635	O/0.912962	Si-B/0.000005	Si-I/0.006105	Sy-B/0.000009	Sy-I/0.074877	Tr-B/0.000086	Tr-I/0.002366	unct-B/0.000011	unct-I/0.001052
。	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
患	CHN	OTHER	n-B	O/0.999714	Bo-B/0.000152	Bo-I/0.000001	Ch-B/0.000052	Ch-I/0.000000	DT-B/0.000009	DT-I/0.000001	O/0.999714	Si-B/0.000026	Si-I/0.000000	Sy-B/0.000013	Sy-I/0.000000	Tr-B/0.000027	Tr-I/0.000000	unct-B/0.000005	unct-I/0.000000
者	CHN	OTHER	n-I	O/0.999831	Bo-B/0.000000	Bo-I/0.000110	Ch-B/0.000001	Ch-I/0.000026	DT-B/0.000001	DT-I/0.000003	O/0.999831	Si-B/0.000001	Si-I/0.000007	Sy-B/0.000000	Sy-I/0.000005	Tr-B/0.000005	Tr-I/0.000009	unct-B/0.000000	unct-I/0.000001
要	CHN	OTHER	v-B	O/0.999893	Bo-B/0.000001	Bo-I/0.000005	Ch-B/0.000003	Ch-I/0.000004	DT-B/0.000001	DT-I/0.000002	O/0.999893	Si-B/0.000010	Si-I/0.000012	Sy-B/0.000027	Sy-I/0.000002	Tr-B/0.000031	Tr-I/0.000008	unct-B/0.000000	unct-I/0.000001
求	CHN	OTHER	v-I	O/0.999848	Bo-B/0.000002	Bo-I/0.000003	Ch-B/0.000001	Ch-I/0.000004	DT-B/0.000002	DT-I/0.000004	O/0.999848	Si-B/0.000011	Si-I/0.000038	Sy-B/0.000006	Sy-I/0.000026	Tr-B/0.000019	Tr-I/0.000034	unct-B/0.000001	unct-I/0.000002
出	CHN	OTHER	n-B	O/0.997849	Bo-B/0.000023	Bo-I/0.000008	Ch-B/0.000049	Ch-I/0.000005	DT-B/0.000005	DT-I/0.000025	O/0.997849	Si-B/0.000050	Si-I/0.000082	Sy-B/0.001696	Sy-I/0.000030	Tr-B/0.000105	Tr-I/0.000053	unct-B/0.000004	unct-I/0.000016
院	CHN	OTHER	n-I	O/0.997954	Bo-B/0.000001	Bo-I/0.000023	Ch-B/0.000003	Ch-I/0.000028	DT-B/0.000002	DT-I/0.000032	O/0.997954	Si-B/0.000001	Si-I/0.000160	Sy-B/0.000003	Sy-I/0.001643	Tr-B/0.000007	Tr-I/0.000107	unct-B/0.000001	unct-I/0.000034
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
办	CHN	OTHER	n-B	O/0.996211	Bo-B/0.000187	Bo-I/0.000001	Ch-B/0.001798	Ch-I/0.000001	DT-B/0.000029	DT-I/0.000002	O/0.996211	Si-B/0.000825	Si-I/0.000001	Sy-B/0.000653	Sy-I/0.000001	Tr-B/0.000250	Tr-I/0.000001	unct-B/0.000037	unct-I/0.000001
理	CHN	OTHER	n-I	O/0.996454	Bo-B/0.000002	Bo-I/0.000104	Ch-B/0.000006	Ch-I/0.001672	DT-B/0.000003	DT-I/0.000024	O/0.996454	Si-B/0.000017	Si-I/0.000784	Sy-B/0.000003	Sy-I/0.000610	Tr-B/0.000023	Tr-I/0.000261	unct-B/0.000002	unct-I/0.000034
出	CHN	OTHER	n-B	O/0.997750	Bo-B/0.000004	Bo-I/0.000022	Ch-B/0.000020	Ch-I/0.000691	DT-B/0.000002	DT-I/0.000011	O/0.997750	Si-B/0.000021	Si-I/0.000769	Sy-B/0.000151	Sy-I/0.000376	Tr-B/0.000044	Tr-I/0.000107	unct-B/0.000001	unct-I/0.000032
院	CHN	OTHER	n-I	O/0.998022	Bo-B/0.000002	Bo-I/0.000018	Ch-B/0.000002	Ch-I/0.000429	DT-B/0.000003	DT-I/0.000028	O/0.998022	Si-B/0.000001	Si-I/0.000822	Sy-B/0.000004	Sy-I/0.000504	Tr-B/0.000010	Tr-I/0.000106	unct-B/0.000001	unct-I/0.000046
。	PUNC	OTHER	x-B	O/0.999988	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000001	DT-B/0.000000	DT-I/0.000000	O/0.999988	Si-B/0.000000	Si-I/0.000002	Sy-B/0.000004	Sy-I/0.000001	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000001

