# 0.087557
原	CHN	OTHER	n-B	Si-B/0.995993	Bo-B/0.000057	Bo-I/0.000068	Ch-B/0.000139	Ch-I/0.000113	DT-B/0.000112	DT-I/0.000150	O/0.000050	Si-B/0.995993	Si-I/0.002738	Sy-B/0.000039	Sy-I/0.000032	Tr-B/0.000150	Tr-I/0.000060	unct-B/0.000136	unct-I/0.000162
脂	CHN	OTHER	n-I	Si-I/0.998340	Bo-B/0.000000	Bo-I/0.000024	Ch-B/0.000001	Ch-I/0.000042	DT-B/0.000001	DT-I/0.000036	O/0.001232	Si-B/0.000095	Si-I/0.998340	Sy-B/0.000001	Sy-I/0.000076	Tr-B/0.000003	Tr-I/0.000134	unct-B/0.000001	unct-I/0.000015
血	CHN	OTHER	n-I	Si-I/0.998448	Bo-B/0.000000	Bo-I/0.000008	Ch-B/0.000001	Ch-I/0.000056	DT-B/0.000001	DT-I/0.000022	O/0.001277	Si-B/0.000023	Si-I/0.998448	Sy-B/0.000000	Sy-I/0.000069	Tr-B/0.000002	Tr-I/0.000078	unct-B/0.000000	unct-I/0.000015
症	CHN	OTHER	n-I	Si-I/0.996783	Bo-B/0.000001	Bo-I/0.000035	Ch-B/0.000002	Ch-I/0.000168	DT-B/0.000004	DT-I/0.000103	O/0.002591	Si-B/0.000001	Si-I/0.996783	Sy-B/0.000001	Sy-I/0.000090	Tr-B/0.000001	Tr-I/0.000158	unct-B/0.000002	unct-I/0.000061
”	PUNC	OTHER	x-B	O/0.999498	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999498	Si-B/0.000001	Si-I/0.000501	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
病	CHN	OTHER	n-B	O/0.997642	Bo-B/0.000101	Bo-I/0.000000	Ch-B/0.000022	Ch-I/0.000000	DT-B/0.000013	DT-I/0.000002	O/0.997642	Si-B/0.001405	Si-I/0.000671	Sy-B/0.000090	Sy-I/0.000000	Tr-B/0.000042	Tr-I/0.000000	unct-B/0.000009	unct-I/0.000001
史	CHN	OTHER	n-I	O/0.996968	Bo-B/0.000002	Bo-I/0.000068	Ch-B/0.000005	Ch-I/0.000014	DT-B/0.000004	DT-I/0.000030	O/0.996968	Si-B/0.000002	Si-I/0.002740	Sy-B/0.000004	Sy-I/0.000086	Tr-B/0.000009	Tr-I/0.000036	unct-B/0.000002	unct-I/0.000030
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
未	CHN	NON_UNIT	v-B	O/0.999623	Bo-B/0.000057	Bo-I/0.000000	Ch-B/0.000077	Ch-I/0.000000	DT-B/0.000001	DT-I/0.000000	O/0.999623	Si-B/0.000012	Si-I/0.000000	Sy-B/0.000123	Sy-I/0.000000	Tr-B/0.000104	Tr-I/0.000000	unct-B/0.000002	unct-I/0.000000
服	CHN	TR_UNIT	v-I	O/0.997340	Bo-B/0.000161	Bo-I/0.000124	Ch-B/0.000091	Ch-I/0.000150	DT-B/0.000082	DT-I/0.000098	O/0.997340	Si-B/0.000577	Si-I/0.000023	Sy-B/0.000266	Sy-I/0.000143	Tr-B/0.000336	Tr-I/0.000381	unct-B/0.000077	unct-I/0.000152
降	CHN	SYM_UNIT	v-B	Tr-B/0.979987	Bo-B/0.000011	Bo-I/0.000016	Ch-B/0.000057	Ch-I/0.000005	DT-B/0.000005	DT-I/0.000020	O/0.019323	Si-B/0.000066	Si-I/0.000018	Sy-B/0.000228	Sy-I/0.000009	Tr-B/0.979987	Tr-I/0.000229	unct-B/0.000006	unct-I/0.000023
压	CHN	OTHER	v-I	Tr-I/0.979193	Bo-B/0.000008	Bo-I/0.000080	Ch-B/0.000002	Ch-I/0.000257	DT-B/0.000007	DT-I/0.000058	O/0.019831	Si-B/0.000005	Si-I/0.000193	Sy-B/0.000017	Sy-I/0.000110	Tr-B/0.000210	Tr-I/0.979193	unct-B/0.000006	unct-I/0.000023
药	CHN	OTHER	n-B	Tr-I/0.513477	Bo-B/0.000153	Bo-I/0.001026	Ch-B/0.000312	Ch-I/0.000884	DT-B/0.000138	DT-I/0.000833	O/0.471305	Si-B/0.000212	Si-I/0.000503	Sy-B/0.000495	Sy-I/0.000389	Tr-B/0.009536	Tr-I/0.513477	unct-B/0.000119	unct-I/0.000618
物	CHN	OTHER	n-I	Tr-I/0.514471	Bo-B/0.000003	Bo-I/0.000963	Ch-B/0.000005	Ch-I/0.000770	DT-B/0.000015	DT-I/0.000318	O/0.481359	Si-B/0.000004	Si-I/0.000454	Sy-B/0.000002	Sy-I/0.000887	Tr-B/0.000542	Tr-I/0.514471	unct-B/0.000010	unct-I/0.000197
治	CHN	OTHER	v-B	Tr-I/0.501902	Bo-B/0.000024	Bo-I/0.000108	Ch-B/0.000017	Ch-I/0.000141	DT-B/0.000011	DT-I/0.000514	O/0.496452	Si-B/0.000004	Si-I/0.000215	Sy-B/0.000041	Sy-I/0.000400	Tr-B/0.000048	Tr-I/0.501902	unct-B/0.000009	unct-I/0.000115
疗	CHN	OTHER	v-I	O/0.971490	Bo-B/0.000017	Bo-I/0.000183	Ch-B/0.000016	Ch-I/0.000354	DT-B/0.000035	DT-I/0.000906	O/0.971490	Si-B/0.000007	Si-I/0.000772	Sy-B/0.000012	Sy-I/0.001546	Tr-B/0.000013	Tr-I/0.024217	unct-B/0.000022	unct-I/0.000409
,	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
血	CHN	OTHER	n-B	O/0.991670	Bo-B/0.001087	Bo-I/0.000004	Ch-B/0.005614	Ch-I/0.000005	DT-B/0.000038	DT-I/0.000005	O/0.991670	Si-B/0.000865	Si-I/0.000063	Sy-B/0.000389	Sy-I/0.000000	Tr-B/0.000209	Tr-I/0.000001	unct-B/0.000047	unct-I/0.000002
压	CHN	OTHER	n-I	O/0.992349	Bo-B/0.000012	Bo-I/0.000908	Ch-B/0.000009	Ch-I/0.005294	DT-B/0.000004	DT-I/0.000030	O/0.992349	Si-B/0.000006	Si-I/0.000831	Sy-B/0.000006	Sy-I/0.000301	Tr-B/0.000020	Tr-I/0.000198	unct-B/0.000002	unct-I/0.000029
情	CHN	OTHER	n-B	O/0.995949	Bo-B/0.000032	Bo-I/0.000716	Ch-B/0.000042	Ch-I/0.002687	DT-B/0.000003	DT-I/0.000010	O/0.995949	Si-B/0.000016	Si-I/0.000385	Sy-B/0.000009	Sy-I/0.000077	Tr-B/0.000025	Tr-I/0.000035	unct-B/0.000002	unct-I/0.000012
况	CHN	OTHER	n-I	O/0.996358	Bo-B/0.000003	Bo-I/0.000946	Ch-B/0.000001	Ch-I/0.002253	DT-B/0.000002	DT-I/0.000010	O/0.996358	Si-B/0.000003	Si-I/0.000311	Sy-B/0.000002	Sy-I/0.000051	Tr-B/0.000024	Tr-I/0.000029	unct-B/0.000001	unct-I/0.000007
未	CHN	NON_UNIT	d-B	O/0.999899	Bo-B/0.000000	Bo-I/0.000001	Ch-B/0.000003	Ch-I/0.000044	DT-B/0.000000	DT-I/0.000000	O/0.999899	Si-B/0.000001	Si-I/0.000047	Sy-B/0.000001	Sy-I/0.000003	Tr-B/0.000001	Tr-I/0.000001	unct-B/0.000000	unct-I/0.000000
监	CHN	OTHER	vn-B	O/0.998480	Bo-B/0.000012	Bo-I/0.000002	Ch-B/0.000245	Ch-I/0.000162	DT-B/0.000004	DT-I/0.000023	O/0.998480	Si-B/0.000028	Si-I/0.000070	Sy-B/0.000871	Sy-I/0.000008	Tr-B/0.000063	Tr-I/0.000019	unct-B/0.000002	unct-I/0.000009
测	CHN	OTHER	vn-I	O/0.996694	Bo-B/0.000028	Bo-I/0.000042	Ch-B/0.000113	Ch-I/0.001199	DT-B/0.000050	DT-I/0.000212	O/0.996694	Si-B/0.000036	Si-I/0.000184	Sy-B/0.000180	Sy-I/0.000843	Tr-B/0.000178	Tr-I/0.000161	unct-B/0.000020	unct-I/0.000058
;	PUNC	OTHER	x-B	O/0.999996	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999996	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
2	NUM	OTHER	m-B	O/0.999944	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000007	Ch-I/0.000000	DT-B/0.000007	DT-I/0.000000	O/0.999944	Si-B/0.000037	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
.	PUNC	OTHER	m-I	O/0.999979	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999979	Si-B/0.000012	Si-I/0.000008	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
病	CHN	OTHER	n-B	O/0.996263	Bo-B/0.000170	Bo-I/0.000001	Ch-B/0.000450	Ch-I/0.000006	DT-B/0.000023	DT-I/0.000004	O/0.996263	Si-B/0.002612	Si-I/0.000282	Sy-B/0.000073	Sy-I/0.000000	Tr-B/0.000099	Tr-I/0.000001	unct-B/0.000012	unct-I/0.000003
史	CHN	OTHER	n-I	O/0.995675	Bo-B/0.000008	Bo-I/0.000152	Ch-B/0.000014	Ch-I/0.000446	DT-B/0.000009	DT-I/0.000071	O/0.995675	Si-B/0.000004	Si-I/0.003354	Sy-B/0.000006	Sy-I/0.000075	Tr-B/0.000018	Tr-I/0.000116	unct-B/0.000003	unct-I/0.000050
:	PUNC	OTHER	x-B	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
右	CHN	SITE_UNIT	f-B	Sy-B/0.993332	Bo-B/0.002851	Bo-I/0.000006	Ch-B/0.000589	Ch-I/0.000001	DT-B/0.000104	DT-I/0.000008	O/0.001894	Si-B/0.000617	Si-I/0.000001	Sy-B/0.993332	Sy-I/0.000076	Tr-B/0.000461	Tr-I/0.000001	unct-B/0.000057	unct-I/0.000003
上	CHN	SITE_UNIT	f-B	Sy-I/0.995150	Bo-B/0.000050	Bo-I/0.002477	Ch-B/0.000006	Ch-I/0.000097	DT-B/0.000008	DT-I/0.000015	O/0.000838	Si-B/0.000030	Si-I/0.000062	Sy-B/0.001184	Sy-I/0.995150	Tr-B/0.000019	Tr-I/0.000044	unct-B/0.000003	unct-I/0.000015
腹	CHN	PART_UNIT	n-B	Sy-I/0.996074	Bo-B/0.000210	Bo-I/0.002588	Ch-B/0.000035	Ch-I/0.000064	DT-B/0.000002	DT-I/0.000016	O/0.000404	Si-B/0.000001	Si-I/0.000042	Sy-B/0.000496	Sy-I/0.996074	Tr-B/0.000008	Tr-I/0.000019	unct-B/0.000022	unct-I/0.000019
部	CHN	SITE_UNIT	n-I	Sy-I/0.996310	Bo-B/0.000001	Bo-I/0.003086	Ch-B/0.000000	Ch-I/0.000090	DT-B/0.000001	DT-I/0.000008	O/0.000417	Si-B/0.000001	Si-I/0.000016	Sy-B/0.000026	Sy-I/0.996310	Tr-B/0.000002	Tr-I/0.000029	unct-B/0.000001	unct-I/0.000011
不	CHN	NON_UNIT	a-B	Sy-I/0.990854	Bo-B/0.000001	Bo-I/0.000015	Ch-B/0.000002	Ch-I/0.000002	DT-B/0.000001	DT-I/0.000006	O/0.008178	Si-B/0.000000	Si-I/0.000010	Sy-B/0.000872	Sy-I/0.990854	Tr-B/0.000005	Tr-I/0.000016	unct-B/0.000001	unct-I/0.000036
适	CHN	OTHER	a-I	Sy-I/0.991005	Bo-B/0.000003	Bo-I/0.000018	Ch-B/0.000013	Ch-I/0.000012	DT-B/0.000005	DT-I/0.000014	O/0.008776	Si-B/0.000008	Si-I/0.000013	Sy-B/0.000031	Sy-I/0.991005	Tr-B/0.000006	Tr-I/0.000080	unct-B/0.000004	unct-I/0.000014
2	NUM	OTHER	m-B	O/0.962723	Bo-B/0.000031	Bo-I/0.000302	Ch-B/0.000026	Ch-I/0.000025	DT-B/0.000097	DT-I/0.000069	O/0.962723	Si-B/0.000208	Si-I/0.000027	Sy-B/0.000004	Sy-I/0.036319	Tr-B/0.000034	Tr-I/0.000082	unct-B/0.000030	unct-I/0.000024
年	CHN	OTHER	m-B	O/0.999687	Bo-B/0.000002	Bo-I/0.000003	Ch-B/0.000002	Ch-I/0.000004	DT-B/0.000003	DT-I/0.000005	O/0.999687	Si-B/0.000002	Si-I/0.000020	Sy-B/0.000002	Sy-I/0.000251	Tr-B/0.000006	Tr-I/0.000011	unct-B/0.000001	unct-I/0.000001
余	CHN	OTHER	m-B	O/0.999706	Bo-B/0.000005	Bo-I/0.000003	Ch-B/0.000011	Ch-I/0.000009	DT-B/0.000005	DT-I/0.000020	O/0.999706	Si-B/0.000003	Si-I/0.000027	Sy-B/0.000010	Sy-I/0.000149	Tr-B/0.000017	Tr-I/0.000027	unct-B/0.000002	unct-I/0.000007
。	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	OTHER	x-B	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
