# 0.000010
慢	CHN	Si-B/0.997644	Bo-B/0.000030	Bo-I/0.000036	Ch-B/0.000023	Ch-I/0.000028	DT-B/0.000041	DT-I/0.000091	O/0.000185	Si-B/0.997644	Si-I/0.001372	Sy-B/0.000214	Sy-I/0.000021	Tr-B/0.000042	Tr-I/0.000029	unct-B/0.000091	unct-I/0.000151
下	CHN	Bo-I/0.983961	Bo-B/0.000555	Bo-I/0.983961	Ch-B/0.000012	Ch-I/0.000956	DT-B/0.000005	DT-I/0.000030	O/0.013019	Si-B/0.000007	Si-I/0.000401	Sy-B/0.000007	Sy-I/0.000896	Tr-B/0.000019	Tr-I/0.000092	unct-B/0.000007	unct-I/0.000033
肢	CHN	Bo-I/0.985068	Bo-B/0.000005	Bo-I/0.985068	Ch-B/0.000003	Ch-I/0.000664	DT-B/0.000002	DT-I/0.000013	O/0.013471	Si-B/0.000003	Si-I/0.000176	Sy-B/0.000003	Sy-I/0.000535	Tr-B/0.000005	Tr-I/0.000040	unct-B/0.000003	unct-I/0.000010
无	CHN	O/0.998252	Bo-B/0.000005	Bo-I/0.001143	Ch-B/0.000004	Ch-I/0.000020	DT-B/0.000010	DT-I/0.000076	O/0.998252	Si-B/0.000007	Si-I/0.000028	Sy-B/0.000029	Sy-I/0.000228	Tr-B/0.000021	Tr-I/0.000049	unct-B/0.000014	unct-I/0.000113
水	CHN	Sy-B/0.984628	Bo-B/0.000020	Bo-I/0.000013	Ch-B/0.000019	Ch-I/0.000006	DT-B/0.000004	DT-I/0.000014	O/0.014627	Si-B/0.000076	Si-I/0.000025	Sy-B/0.984628	Sy-I/0.000326	Tr-B/0.000136	Tr-I/0.000044	unct-B/0.000015	unct-I/0.000047
肿	CHN	Sy-I/0.984099	Bo-B/0.000006	Bo-I/0.000041	Ch-B/0.000007	Ch-I/0.000036	DT-B/0.000005	DT-I/0.000104	O/0.014970	Si-B/0.000003	Si-I/0.000174	Sy-B/0.000021	Sy-I/0.984099	Tr-B/0.000004	Tr-I/0.000325	unct-B/0.000005	unct-I/0.000201
。	PUNC	O/0.999897	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000009	Ch-I/0.000002	DT-B/0.000002	DT-I/0.000001	O/0.999897	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000004	Sy-I/0.000079	Tr-B/0.000001	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000001
肌	CHN	Ch-B/0.984694	Bo-B/0.000757	Bo-I/0.000001	Ch-B/0.984694	Ch-I/0.000255	DT-B/0.000127	DT-I/0.000004	O/0.012735	Si-B/0.000112	Si-I/0.000000	Sy-B/0.000818	Sy-I/0.000011	Tr-B/0.000320	Tr-I/0.000001	unct-B/0.000163	unct-I/0.000001
力	CHN	Ch-I/0.984811	Bo-B/0.000008	Bo-I/0.000659	Ch-B/0.000005	Ch-I/0.984811	DT-B/0.000004	DT-I/0.000085	O/0.013177	Si-B/0.000004	Si-I/0.000056	Sy-B/0.000003	Sy-I/0.000838	Tr-B/0.000007	Tr-I/0.000283	unct-B/0.000005	unct-I/0.000056
及	CHN	O/0.992861	Bo-B/0.000013	Bo-I/0.000042	Ch-B/0.000078	Ch-I/0.006654	DT-B/0.000014	DT-I/0.000128	O/0.992861	Si-B/0.000014	Si-I/0.000013	Sy-B/0.000004	Sy-I/0.000048	Tr-B/0.000024	Tr-I/0.000016	unct-B/0.000022	unct-I/0.000069
肌	CHN	Ch-B/0.982429	Bo-B/0.000022	Bo-I/0.000010	Ch-B/0.982429	Ch-I/0.006813	DT-B/0.000021	DT-I/0.000032	O/0.009652	Si-B/0.000041	Si-I/0.000004	Sy-B/0.000753	Sy-I/0.000017	Tr-B/0.000147	Tr-I/0.000005	unct-B/0.000034	unct-I/0.000020
张	CHN	Ch-I/0.989598	Bo-B/0.000006	Bo-I/0.000025	Ch-B/0.000466	Ch-I/0.989598	DT-B/0.000003	DT-I/0.000019	O/0.009269	Si-B/0.000003	Si-I/0.000011	Sy-B/0.000014	Sy-I/0.000529	Tr-B/0.000007	Tr-I/0.000032	unct-B/0.000003	unct-I/0.000015
力	CHN	Ch-I/0.988214	Bo-B/0.000004	Bo-I/0.000069	Ch-B/0.000002	Ch-I/0.988214	DT-B/0.000002	DT-I/0.000031	O/0.011203	Si-B/0.000002	Si-I/0.000009	Sy-B/0.000002	Sy-I/0.000419	Tr-B/0.000004	Tr-I/0.000024	unct-B/0.000003	unct-I/0.000012
正	CHN	O/0.998827	Bo-B/0.000005	Bo-I/0.000005	Ch-B/0.000001	Ch-I/0.000922	DT-B/0.000001	DT-I/0.000034	O/0.998827	Si-B/0.000003	Si-I/0.000032	Sy-B/0.000048	Sy-I/0.000051	Tr-B/0.000007	Tr-I/0.000035	unct-B/0.000002	unct-I/0.000025
常	CHN	O/0.999453	Bo-B/0.000008	Bo-I/0.000005	Ch-B/0.000012	Ch-I/0.000175	DT-B/0.000004	DT-I/0.000038	O/0.999453	Si-B/0.000008	Si-I/0.000057	Sy-B/0.000031	Sy-I/0.000124	Tr-B/0.000010	Tr-I/0.000039	unct-B/0.000004	unct-I/0.000033
,	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
神	CHN	O/0.766161	Bo-B/0.001942	Bo-I/0.000006	Ch-B/0.228334	Ch-I/0.000112	DT-B/0.000183	DT-I/0.000009	O/0.766161	Si-B/0.001146	Si-I/0.000004	Sy-B/0.001131	Sy-I/0.000002	Tr-B/0.000618	Tr-I/0.000002	unct-B/0.000347	unct-I/0.000004
经	CHN	O/0.763783	Bo-B/0.000043	Bo-I/0.001420	Ch-B/0.002499	Ch-I/0.229835	DT-B/0.000019	DT-I/0.000066	O/0.763783	Si-B/0.000031	Si-I/0.000809	Sy-B/0.000063	Sy-I/0.000833	Tr-B/0.000107	Tr-I/0.000363	unct-B/0.000019	unct-I/0.000110
反	CHN	O/0.763983	Bo-B/0.000066	Bo-I/0.000730	Ch-B/0.001370	Ch-I/0.232476	DT-B/0.000008	DT-I/0.000031	O/0.763983	Si-B/0.000028	Si-I/0.000376	Sy-B/0.000067	Sy-I/0.000475	Tr-B/0.000096	Tr-I/0.000243	unct-B/0.000011	unct-I/0.000040
射	CHN	O/0.766789	Bo-B/0.000032	Bo-I/0.000628	Ch-B/0.000043	Ch-I/0.231457	DT-B/0.000011	DT-I/0.000038	O/0.766789	Si-B/0.000031	Si-I/0.000227	Sy-B/0.000023	Sy-I/0.000370	Tr-B/0.000052	Tr-I/0.000254	unct-B/0.000014	unct-I/0.000032
正	CHN	O/0.998971	Bo-B/0.000004	Bo-I/0.000035	Ch-B/0.000004	Ch-I/0.000904	DT-B/0.000001	DT-I/0.000010	O/0.998971	Si-B/0.000002	Si-I/0.000018	Sy-B/0.000002	Sy-I/0.000017	Tr-B/0.000003	Tr-I/0.000023	unct-B/0.000001	unct-I/0.000006
常	CHN	O/0.999626	Bo-B/0.000004	Bo-I/0.000013	Ch-B/0.000010	Ch-I/0.000264	DT-B/0.000002	DT-I/0.000004	O/0.999626	Si-B/0.000010	Si-I/0.000011	Sy-B/0.000016	Sy-I/0.000009	Tr-B/0.000016	Tr-I/0.000009	unct-B/0.000002	unct-I/0.000003
存	CHN	O/0.999739	Bo-B/0.000004	Bo-I/0.000001	Ch-B/0.000003	Ch-I/0.000036	DT-B/0.000001	DT-I/0.000003	O/0.999739	Si-B/0.000003	Si-I/0.000012	Sy-B/0.000147	Sy-I/0.000018	Tr-B/0.000015	Tr-I/0.000014	unct-B/0.000001	unct-I/0.000003
在	CHN	O/0.999676	Bo-B/0.000006	Bo-I/0.000003	Ch-B/0.000009	Ch-I/0.000007	DT-B/0.000003	DT-I/0.000018	O/0.999676	Si-B/0.000006	Si-I/0.000020	Sy-B/0.000026	Sy-I/0.000173	Tr-B/0.000007	Tr-I/0.000029	unct-B/0.000003	unct-I/0.000013
,	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
未	CHN	O/0.999727	Bo-B/0.000100	Bo-I/0.000000	Ch-B/0.000108	Ch-I/0.000000	DT-B/0.000003	DT-I/0.000000	O/0.999727	Si-B/0.000018	Si-I/0.000000	Sy-B/0.000017	Sy-I/0.000000	Tr-B/0.000019	Tr-I/0.000000	unct-B/0.000006	unct-I/0.000000
引	CHN	O/0.999595	Bo-B/0.000011	Bo-I/0.000069	Ch-B/0.000092	Ch-I/0.000097	DT-B/0.000002	DT-I/0.000003	O/0.999595	Si-B/0.000046	Si-I/0.000014	Sy-B/0.000011	Sy-I/0.000011	Tr-B/0.000026	Tr-I/0.000017	unct-B/0.000003	unct-I/0.000003
出	CHN	O/0.999093	Bo-B/0.000018	Bo-I/0.000033	Ch-B/0.000381	Ch-I/0.000188	DT-B/0.000003	DT-I/0.000005	O/0.999093	Si-B/0.000027	Si-I/0.000059	Sy-B/0.000057	Sy-I/0.000012	Tr-B/0.000076	Tr-I/0.000034	unct-B/0.000006	unct-I/0.000008
病	CHN	O/0.998013	Bo-B/0.000011	Bo-I/0.000035	Ch-B/0.000703	Ch-I/0.000663	DT-B/0.000005	DT-I/0.000010	O/0.998013	Si-B/0.000016	Si-I/0.000076	Sy-B/0.000191	Sy-I/0.000057	Tr-B/0.000096	Tr-I/0.000097	unct-B/0.000008	unct-I/0.000020
理	CHN	O/0.997887	Bo-B/0.000003	Bo-I/0.000010	Ch-B/0.000133	Ch-I/0.001394	DT-B/0.000002	DT-I/0.000006	O/0.997887	Si-B/0.000014	Si-I/0.000033	Sy-B/0.000050	Sy-I/0.000207	Tr-B/0.000088	Tr-I/0.000148	unct-B/0.000005	unct-I/0.000019
反	CHN	O/0.996557	Bo-B/0.000021	Bo-I/0.000002	Ch-B/0.000208	Ch-I/0.001544	DT-B/0.000006	DT-I/0.000022	O/0.996557	Si-B/0.000013	Si-I/0.000035	Sy-B/0.000887	Sy-I/0.000235	Tr-B/0.000190	Tr-I/0.000239	unct-B/0.000009	unct-I/0.000034
射	CHN	O/0.995113	Bo-B/0.000076	Bo-I/0.000031	Ch-B/0.000154	Ch-I/0.002038	DT-B/0.000041	DT-I/0.000249	O/0.995113	Si-B/0.000079	Si-I/0.000072	Sy-B/0.000167	Sy-I/0.001183	Tr-B/0.000094	Tr-I/0.000526	unct-B/0.000034	unct-I/0.000144
。	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
@	PUNC	O/0.999977	Bo-B/0.000012	Bo-I/0.000001	Ch-B/0.000006	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999977	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
4	NUM	O/0.999834	Bo-B/0.000006	Bo-I/0.000049	Ch-B/0.000021	Ch-I/0.000003	DT-B/0.000055	DT-I/0.000000	O/0.999834	Si-B/0.000012	Si-I/0.000000	Sy-B/0.000007	Sy-I/0.000002	Tr-B/0.000007	Tr-I/0.000001	unct-B/0.000003	unct-I/0.000000
、	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
辅	CHN	O/0.998303	Bo-B/0.000372	Bo-I/0.000003	Ch-B/0.000434	Ch-I/0.000002	DT-B/0.000041	DT-I/0.000002	O/0.998303	Si-B/0.000192	Si-I/0.000000	Sy-B/0.000262	Sy-I/0.000001	Tr-B/0.000326	Tr-I/0.000001	unct-B/0.000058	unct-I/0.000001
助	CHN	O/0.998934	Bo-B/0.000004	Bo-I/0.000213	Ch-B/0.000029	Ch-I/0.000351	DT-B/0.000002	DT-I/0.000009	O/0.998934	Si-B/0.000011	Si-I/0.000092	Sy-B/0.000007	Sy-I/0.000152	Tr-B/0.000012	Tr-I/0.000171	unct-B/0.000002	unct-I/0.000011
检	CHN	O/0.999561	Bo-B/0.000004	Bo-I/0.000004	Ch-B/0.000072	Ch-I/0.000185	DT-B/0.000001	DT-I/0.000004	O/0.999561	Si-B/0.000006	Si-I/0.000061	Sy-B/0.000009	Sy-I/0.000032	Tr-B/0.000012	Tr-I/0.000045	unct-B/0.000001	unct-I/0.000003
查	CHN	O/0.999262	Bo-B/0.000013	Bo-I/0.000004	Ch-B/0.000045	Ch-I/0.000386	DT-B/0.000007	DT-I/0.000039	O/0.999262	Si-B/0.000013	Si-I/0.000083	Sy-B/0.000052	Sy-I/0.000020	Tr-B/0.000016	Tr-I/0.000047	unct-B/0.000006	unct-I/0.000007
:	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
2	NUM	O/0.999965	Bo-B/0.000003	Bo-I/0.000001	Ch-B/0.000010	Ch-I/0.000000	DT-B/0.000004	DT-I/0.000000	O/0.999965	Si-B/0.000004	Si-I/0.000000	Sy-B/0.000007	Sy-I/0.000000	Tr-B/0.000003	Tr-I/0.000000	unct-B/0.000001	unct-I/0.000000
0	NUM	O/0.999974	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000016	Ch-I/0.000000	DT-B/0.000001	DT-I/0.000000	O/0.999974	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000002	Sy-I/0.000002	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
1	NUM	O/0.999997	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999997	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
6	NUM	O/0.999968	Bo-B/0.000003	Bo-I/0.000001	Ch-B/0.000008	Ch-I/0.000000	DT-B/0.000003	DT-I/0.000000	O/0.999968	Si-B/0.000006	Si-I/0.000000	Sy-B/0.000006	Sy-I/0.000001	Tr-B/0.000003	Tr-I/0.000000	unct-B/0.000001	unct-I/0.000000
年	CHN	O/0.999901	Bo-B/0.000008	Bo-I/0.000002	Ch-B/0.000037	Ch-I/0.000003	DT-B/0.000002	DT-I/0.000002	O/0.999901	Si-B/0.000025	Si-I/0.000002	Sy-B/0.000008	Sy-I/0.000003	Tr-B/0.000004	Tr-I/0.000001	unct-B/0.000002	unct-I/0.000000
3	NUM	O/0.999660	Bo-B/0.000015	Bo-I/0.000006	Ch-B/0.000170	Ch-I/0.000011	DT-B/0.000007	DT-I/0.000000	O/0.999660	Si-B/0.000033	Si-I/0.000020	Sy-B/0.000044	Sy-I/0.000005	Tr-B/0.000026	Tr-I/0.000001	unct-B/0.000002	unct-I/0.000000
月	CHN	O/0.996714	Bo-B/0.000086	Bo-I/0.000032	Ch-B/0.002221	Ch-I/0.000223	DT-B/0.000051	DT-I/0.000035	O/0.996714	Si-B/0.000263	Si-I/0.000058	Sy-B/0.000098	Sy-I/0.000046	Tr-B/0.000089	Tr-I/0.000040	unct-B/0.000038	unct-I/0.000006
2	NUM	O/0.999960	Bo-B/0.000001	Bo-I/0.000005	Ch-B/0.000001	Ch-I/0.000020	DT-B/0.000000	DT-I/0.000000	O/0.999960	Si-B/0.000001	Si-I/0.000006	Sy-B/0.000001	Sy-I/0.000004	Tr-B/0.000000	Tr-I/0.000001	unct-B/0.000000	unct-I/0.000000
4	NUM	O/0.999910	Bo-B/0.000012	Bo-I/0.000003	Ch-B/0.000042	Ch-I/0.000002	DT-B/0.000004	DT-I/0.000000	O/0.999910	Si-B/0.000010	Si-I/0.000001	Sy-B/0.000008	Sy-I/0.000001	Tr-B/0.000005	Tr-I/0.000000	unct-B/0.000001	unct-I/0.000000
日	CHN	O/0.999742	Bo-B/0.000035	Bo-I/0.000017	Ch-B/0.000074	Ch-I/0.000028	DT-B/0.000007	DT-I/0.000002	O/0.999742	Si-B/0.000040	Si-I/0.000005	Sy-B/0.000013	Sy-I/0.000004	Tr-B/0.000024	Tr-I/0.000002	unct-B/0.000006	unct-I/0.000001
我	CHN	O/0.999845	Bo-B/0.000005	Bo-I/0.000029	Ch-B/0.000007	Ch-I/0.000052	DT-B/0.000001	DT-I/0.000003	O/0.999845	Si-B/0.000004	Si-I/0.000015	Sy-B/0.000005	Sy-I/0.000008	Tr-B/0.000008	Tr-I/0.000014	unct-B/0.000001	unct-I/0.000002
院	CHN	O/0.999923	Bo-B/0.000004	Bo-I/0.000007	Ch-B/0.000018	Ch-I/0.000013	DT-B/0.000001	DT-I/0.000001	O/0.999923	Si-B/0.000005	Si-I/0.000005	Sy-B/0.000006	Sy-I/0.000003	Tr-B/0.000007	Tr-I/0.000005	unct-B/0.000001	unct-I/0.000001
急	CHN	O/0.996477	Bo-B/0.000007	Bo-I/0.000010	Ch-B/0.003318	Ch-I/0.000047	DT-B/0.000003	DT-I/0.000005	O/0.996477	Si-B/0.000044	Si-I/0.000008	Sy-B/0.000023	Sy-I/0.000007	Tr-B/0.000033	Tr-I/0.000010	unct-B/0.000005	unct-I/0.000004
诊	CHN	O/0.995406	Bo-B/0.000011	Bo-I/0.000008	Ch-B/0.000806	Ch-I/0.003483	DT-B/0.000005	DT-I/0.000010	O/0.995406	Si-B/0.000065	Si-I/0.000046	Sy-B/0.000021	Sy-I/0.000023	Tr-B/0.000060	Tr-I/0.000032	unct-B/0.000011	unct-I/0.000012
查	CHN	O/0.990511	Bo-B/0.000096	Bo-I/0.000019	Ch-B/0.002971	Ch-I/0.004852	DT-B/0.000052	DT-I/0.000067	O/0.990511	Si-B/0.000580	Si-I/0.000116	Sy-B/0.000197	Sy-I/0.000028	Tr-B/0.000276	Tr-I/0.000088	unct-B/0.000086	unct-I/0.000060
血	CHN	Ch-B/0.987261	Bo-B/0.000030	Bo-I/0.000012	Ch-B/0.987261	Ch-I/0.008746	DT-B/0.000044	DT-I/0.000062	O/0.002402	Si-B/0.000179	Si-I/0.000345	Sy-B/0.000455	Sy-I/0.000031	Tr-B/0.000277	Tr-I/0.000043	unct-B/0.000063	unct-I/0.000050
常	CHN	Ch-I/0.997745	Bo-B/0.000004	Bo-I/0.000002	Ch-B/0.000380	Ch-I/0.997745	DT-B/0.000001	DT-I/0.000014	O/0.001359	Si-B/0.000002	Si-I/0.000179	Sy-B/0.000025	Sy-I/0.000201	Tr-B/0.000012	Tr-I/0.000063	unct-B/0.000001	unct-I/0.000012
规	CHN	Ch-I/0.997541	Bo-B/0.000004	Bo-I/0.000018	Ch-B/0.000006	Ch-I/0.997541	DT-B/0.000003	DT-I/0.000104	O/0.001802	Si-B/0.000002	Si-I/0.000185	Sy-B/0.000003	Sy-I/0.000209	Tr-B/0.000004	Tr-I/0.000093	unct-B/0.000003	unct-I/0.000024
:	PUNC	O/0.997089	Bo-B/0.000009	Bo-I/0.000006	Ch-B/0.000067	Ch-I/0.002745	DT-B/0.000012	DT-I/0.000009	O/0.997089	Si-B/0.000010	Si-I/0.000002	Sy-B/0.000010	Sy-I/0.000002	Tr-B/0.000010	Tr-I/0.000008	unct-B/0.000012	unct-I/0.000009
W	ENG	Ch-B/0.986717	Bo-B/0.000118	Bo-I/0.000004	Ch-B/0.986717	Ch-I/0.003062	DT-B/0.000242	DT-I/0.000019	O/0.006526	Si-B/0.001084	Si-I/0.000007	Sy-B/0.000624	Sy-I/0.000005	Tr-B/0.000294	Tr-I/0.000006	unct-B/0.001271	unct-I/0.000020
B	ENG	Ch-I/0.991978	Bo-B/0.000047	Bo-I/0.000060	Ch-B/0.001831	Ch-I/0.991978	DT-B/0.000017	DT-I/0.000024	O/0.004405	Si-B/0.000105	Si-I/0.000583	Sy-B/0.000060	Sy-I/0.000358	Tr-B/0.000042	Tr-I/0.000076	unct-B/0.000034	unct-I/0.000381
C	ENG	Ch-I/0.990290	Bo-B/0.000044	Bo-I/0.000210	Ch-B/0.000046	Ch-I/0.990290	DT-B/0.000035	DT-I/0.000080	O/0.007696	Si-B/0.000026	Si-I/0.000659	Sy-B/0.000016	Sy-I/0.000389	Tr-B/0.000016	Tr-I/0.000132	unct-B/0.000026	unct-I/0.000335
1	NUM	O/0.999485	Bo-B/0.000014	Bo-I/0.000033	Ch-B/0.000002	Ch-I/0.000408	DT-B/0.000005	DT-I/0.000006	O/0.999485	Si-B/0.000003	Si-I/0.000019	Sy-B/0.000003	Sy-I/0.000011	Tr-B/0.000002	Tr-I/0.000003	unct-B/0.000002	unct-I/0.000003
3	NUM	O/0.999907	Bo-B/0.000008	Bo-I/0.000021	Ch-B/0.000012	Ch-I/0.000008	DT-B/0.000004	DT-I/0.000000	O/0.999907	Si-B/0.000006	Si-I/0.000006	Sy-B/0.000013	Sy-I/0.000007	Tr-B/0.000005	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000000
.	PUNC	O/0.999946	Bo-B/0.000003	Bo-I/0.000010	Ch-B/0.000013	Ch-I/0.000001	DT-B/0.000001	DT-I/0.000000	O/0.999946	Si-B/0.000005	Si-I/0.000002	Sy-B/0.000006	Sy-I/0.000007	Tr-B/0.000003	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000000
5	NUM	O/0.999897	Bo-B/0.000006	Bo-I/0.000006	Ch-B/0.000018	Ch-I/0.000002	DT-B/0.000004	DT-I/0.000000	O/0.999897	Si-B/0.000027	Si-I/0.000002	Sy-B/0.000025	Sy-I/0.000007	Tr-B/0.000004	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000000
5	NUM	O/0.999876	Bo-B/0.000006	Bo-I/0.000008	Ch-B/0.000012	Ch-I/0.000002	DT-B/0.000003	DT-I/0.000000	O/0.999876	Si-B/0.000005	Si-I/0.000010	Sy-B/0.000042	Sy-I/0.000027	Tr-B/0.000005	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000000
*	PUNC	O/0.999876	Bo-B/0.000004	Bo-I/0.000007	Ch-B/0.000039	Ch-I/0.000001	DT-B/0.000002	DT-I/0.000000	O/0.999876	Si-B/0.000004	Si-I/0.000003	Sy-B/0.000005	Sy-I/0.000052	Tr-B/0.000004	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000000
1	NUM	O/0.999981	Bo-B/0.000002	Bo-I/0.000002	Ch-B/0.000003	Ch-I/0.000002	DT-B/0.000001	DT-I/0.000000	O/0.999981	Si-B/0.000002	Si-I/0.000001	Sy-B/0.000003	Sy-I/0.000003	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
0	NUM	O/0.999966	Bo-B/0.000004	Bo-I/0.000003	Ch-B/0.000007	Ch-I/0.000000	DT-B/0.000002	DT-I/0.000000	O/0.999966	Si-B/0.000003	Si-I/0.000001	Sy-B/0.000009	Sy-I/0.000003	Tr-B/0.000003	Tr-I/0.000000	unct-B/0.000001	unct-I/0.000000
^	PUNC	O/0.999962	Bo-B/0.000004	Bo-I/0.000004	Ch-B/0.000006	Ch-I/0.000001	DT-B/0.000001	DT-I/0.000000	O/0.999962	Si-B/0.000004	Si-I/0.000001	Sy-B/0.000007	Sy-I/0.000006	Tr-B/0.000002	Tr-I/0.000000	unct-B/0.000001	unct-I/0.000000
9	NUM	O/0.999911	Bo-B/0.000006	Bo-I/0.000007	Ch-B/0.000020	Ch-I/0.000001	DT-B/0.000005	DT-I/0.000000	O/0.999911	Si-B/0.000009	Si-I/0.000002	Sy-B/0.000023	Sy-I/0.000007	Tr-B/0.000006	Tr-I/0.000001	unct-B/0.000002	unct-I/0.000000
/	PUNC	O/0.999799	Bo-B/0.000007	Bo-I/0.000004	Ch-B/0.000075	Ch-I/0.000006	DT-B/0.000002	DT-I/0.000000	O/0.999799	Si-B/0.000015	Si-I/0.000006	Sy-B/0.000059	Sy-I/0.000019	Tr-B/0.000007	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000000
L	ENG	O/0.998445	Bo-B/0.000041	Bo-I/0.000010	Ch-B/0.001087	Ch-I/0.000086	DT-B/0.000027	DT-I/0.000006	O/0.998445	Si-B/0.000063	Si-I/0.000019	Sy-B/0.000060	Sy-I/0.000074	Tr-B/0.000039	Tr-I/0.000006	unct-B/0.000032	unct-I/0.000005
,	PUNC	O/0.998825	Bo-B/0.000007	Bo-I/0.000004	Ch-B/0.000369	Ch-I/0.000632	DT-B/0.000006	DT-I/0.000002	O/0.998825	Si-B/0.000018	Si-I/0.000006	Sy-B/0.000085	Sy-I/0.000011	Tr-B/0.000018	Tr-I/0.000008	unct-B/0.000006	unct-I/0.000004
H	ENG	Ch-B/0.972774	Bo-B/0.000143	Bo-I/0.000002	Ch-B/0.972774	Ch-I/0.001630	DT-B/0.000164	DT-I/0.000018	O/0.023251	Si-B/0.000519	Si-I/0.000004	Sy-B/0.000335	Sy-I/0.000007	Tr-B/0.000186	Tr-I/0.000006	unct-B/0.000942	unct-I/0.000020
G	ENG	Ch-I/0.976781	Bo-B/0.000043	Bo-I/0.000031	Ch-B/0.017361	Ch-I/0.976781	DT-B/0.000028	DT-I/0.000019	O/0.005070	Si-B/0.000068	Si-I/0.000107	Sy-B/0.000128	Sy-I/0.000076	Tr-B/0.000061	Tr-I/0.000029	unct-B/0.000027	unct-I/0.000172
B	ENG	Ch-I/0.993684	Bo-B/0.000014	Bo-I/0.000081	Ch-B/0.000008	Ch-I/0.993684	DT-B/0.000009	DT-I/0.000016	O/0.005822	Si-B/0.000009	Si-I/0.000098	Sy-B/0.000007	Sy-I/0.000134	Tr-B/0.000006	Tr-I/0.000050	unct-B/0.000013	unct-I/0.000050
9	NUM	O/0.997949	Bo-B/0.000025	Bo-I/0.000062	Ch-B/0.000008	Ch-I/0.001858	DT-B/0.000011	DT-I/0.000012	O/0.997949	Si-B/0.000009	Si-I/0.000013	Sy-B/0.000009	Sy-I/0.000020	Tr-B/0.000005	Tr-I/0.000007	unct-B/0.000006	unct-I/0.000006
3	NUM	O/0.999577	Bo-B/0.000019	Bo-I/0.000024	Ch-B/0.000109	Ch-I/0.000150	DT-B/0.000006	DT-I/0.000001	O/0.999577	Si-B/0.000026	Si-I/0.000011	Sy-B/0.000041	Sy-I/0.000018	Tr-B/0.000013	Tr-I/0.000002	unct-B/0.000002	unct-I/0.000001
g	ENG	O/0.999193	Bo-B/0.000044	Bo-I/0.000029	Ch-B/0.000217	Ch-I/0.000202	DT-B/0.000018	DT-I/0.000005	O/0.999193	Si-B/0.000055	Si-I/0.000033	Sy-B/0.000096	Sy-I/0.000044	Tr-B/0.000035	Tr-I/0.000011	unct-B/0.000016	unct-I/0.000003
